42.403768	-72.520695	1	0
42.40947	-72.53503	6	3
42.254234	-72.57412	5	0
42.254234	-72.57412	6	0
42.37823	-72.5359	3	3
42.394318	-72.526436	2	0
42.385742	-72.52514	4	0
42.254234	-72.57412	3	3
42.403768	-72.520695	3	2
42.333443	-72.523506	0	2
42.398815	-72.52811	6	0
42.35497	-72.52083	0	2
42.374476	-72.52032	2	0
42.363	-72.52077	5	3
42.373203	-72.51985	3	2
42.391534	-72.542115	2	0
42.452267	-72.56366	5	3
42.38997	-72.532684	0	0
42.47529	-72.584964	2	3
42.395727	-72.527212	5	0
42.395727	-72.527212	1	3
42.379078	-72.519905	5	0
42.254234	-72.57412	0	3
42.340076	-72.52021	1	3
42.342479	-72.469221	3	2
42.40391	-72.5295	5	2
42.394085	-72.52633	3	0
42.393612	-72.532715	3	2
42.433743	-72.54543	1	0
42.47529	-72.584964	0	2
42.45146	-72.56273	5	2
42.391534	-72.542115	4	2
42.3731	-72.51882	4	2
42.37823	-72.5359	0	3
42.444849	-72.533554	3	0
42.379894	-72.5195	4	0
42.444849	-72.533554	4	2
42.32164	-72.5328	3	2
42.444849	-72.533554	0	2
42.47529	-72.584964	0	3
42.375828	-72.51121	2	2
42.37823	-72.5359	4	0
42.38659	-72.52229	0	2
42.37823	-72.5359	4	3
42.36839	-72.52009	6	0
42.391106	-72.52517	2	3
42.351562	-72.52688	4	0
42.387726	-72.52351	6	3
42.37978	-72.51957	3	3
42.254234	-72.57412	0	3
42.46154	-72.58145	1	2
42.451496	-72.56264	6	3
42.444849	-72.533554	0	3
42.296196	-72.5312	5	0
42.264523	-72.57202	6	3
42.37311	-72.51884	2	0
42.254234	-72.57412	3	3
42.444849	-72.533554	6	2
42.3729	-72.50113	4	3
42.376106	-72.51988	3	0
42.39375	-72.53277	2	3
42.374476	-72.52032	2	2
42.342479	-72.469221	2	3
42.374476	-72.52032	4	2
42.293915	-72.53127	5	2
42.348904	-72.52891	1	2
42.382305	-72.52015	3	0
42.444849	-72.533554	2	3
42.391534	-72.542115	4	0
42.334637	-72.52329	5	2
42.374476	-72.52032	0	2
42.394417	-72.526505	6	2
42.391534	-72.542115	3	2
42.39793	-72.51555	4	2
42.254234	-72.57412	2	2
42.363945	-72.48964	4	2
42.32522	-72.53115	0	2
42.35061	-72.527435	4	3
42.403934	-72.529526	2	3
42.342479	-72.469221	2	2
42.444849	-72.533554	6	0
42.395727	-72.527212	0	0
42.395727	-72.527212	1	0
42.376293	-72.50136	0	0
42.365025	-72.490906	6	0
42.47529	-72.584964	2	2
42.384876	-72.52157	3	0
42.38238	-72.53189	2	2
42.358788	-72.52086	6	3
42.254234	-72.57412	6	0
42.37823	-72.5359	1	2
42.395727	-72.527212	5	0
42.47529	-72.584964	3	3
42.35368	-72.47936	4	3
42.348938	-72.52889	2	3
42.377945	-72.519936	2	2
42.254234	-72.57412	1	2
42.37579	-72.506645	1	0
42.342479	-72.469221	1	3
42.400074	-72.527916	5	2
42.47529	-72.584964	4	0
42.47529	-72.584964	4	2
42.374476	-72.52032	4	0
42.403768	-72.520695	1	0
42.368114	-72.49477	1	3
42.374476	-72.52032	3	2
42.422985	-72.53764	0	3
42.37592	-72.51529	6	2
42.38917	-72.51809	5	2
42.38481	-72.53264	4	3
42.35666	-72.48544	3	3
42.409645	-72.53339	2	3
42.38627	-72.52246	3	0
42.395727	-72.527212	6	0
42.374476	-72.52032	5	0
42.377434	-72.51986	5	2
42.35469	-72.48012	5	3
42.386707	-72.52563	2	3
42.374476	-72.52032	3	0
42.391534	-72.542115	6	2
42.32501	-72.527466	5	2
42.281506	-72.556114	5	3
42.34939	-72.5304	0	3
42.353367	-72.52062	3	3
42.403768	-72.520695	5	2
42.35113	-72.5303	4	3
42.38516	-72.53126	3	3
42.39072	-72.53316	0	3
42.339676	-72.52028	6	3
42.378765	-72.51986	4	3
42.409836	-72.53139	6	2
42.342479	-72.469221	3	3
42.45773	-72.581474	1	3
42.403768	-72.520695	6	2
42.254234	-72.57412	6	0
42.397717	-72.527885	5	2
42.37989	-72.534096	3	2
42.374476	-72.52032	6	3
42.254818	-72.577	5	3
42.45154	-72.56275	5	2
42.383743	-72.521	2	2
42.37593	-72.51676	5	0
42.444927	-72.55372	5	2
42.375908	-72.51241	2	2
42.392387	-72.53605	6	0
42.444849	-72.533554	4	2
42.391534	-72.542115	6	0
42.385628	-72.5259	6	0
42.356632	-72.48544	6	3
42.374476	-72.52032	1	0
42.35417	-72.52213	2	0
42.391534	-72.542115	1	2
42.35535	-72.52083	1	2
42.395727	-72.527212	3	0
42.390865	-72.52525	0	2
42.403768	-72.520695	6	0
42.37823	-72.5359	3	0
42.403768	-72.520695	6	3
42.342479	-72.469221	5	2
42.445957	-72.55434	6	3
42.37823	-72.5359	1	2
42.390938	-72.52516	2	2
42.391534	-72.542115	2	3
42.272163	-72.5655	4	0
42.379818	-72.5195	1	3
42.444849	-72.533554	6	3
42.45705	-72.570145	4	0
42.403768	-72.520695	6	2
42.38079	-72.51939	1	2
42.392246	-72.52545	0	2
42.37823	-72.5359	6	2
42.37823	-72.5359	4	2
42.387775	-72.52379	0	2
42.47529	-72.584964	6	3
42.385563	-72.52586	2	2
42.391534	-72.542115	4	0
