ID	s	d	ts	te	LLC	size	curr node	packetID	copies
18	0	5	18	177	159	3000	48	8	1
21	0	3	18	195	177	2400	48	4	1
21	0	3	18	173	155	2400	48	5	1
21	0	3	18	192	174	2400	48	0	1
21	0	3	18	196	178	2400	48	3	1
19	2	4	18	177	159	2400	49	6	1
17	2	5	18	234	216	2400	49	6	1
13	1	5	18	234	216	600	49	1	1
21	0	3	18	217	199	2400	50	1	1
16	0	5	18	197	179	600	50	1	1
18	0	5	18	137	119	3000	50	6	1
18	0	5	18	113	95	3000	50	0	1
19	2	4	18	138	120	2400	50	7	1
19	2	4	18	206	188	2400	50	6	1
21	0	3	18	213	195	2400	51	6	1
20	0	5	18	185	167	60	51	0	1
18	0	5	18	185	167	3000	51	4	1
21	0	3	18	175	157	2400	51	5	1
18	0	5	18	168	150	3000	51	2	1
14	1	4	18	181	163	600	52	1	1
19	2	4	18	158	140	2400	52	0	1
23	0	4	18	214	196	600	52	1	1
18	0	5	18	155	137	3000	52	2	1
13	1	5	18	210	192	600	52	0	1
17	2	5	18	205	187	2400	53	2	1
18	0	5	18	205	187	3000	53	7	1
18	0	5	18	199	181	3000	53	0	1
13	1	5	18	177	159	600	53	0	1
15	2	5	18	59	41	600	53	1	1
17	2	5	18	198	180	2400	53	1	1
17	2	5	18	198	180	2400	53	4	1
19	2	4	18	147	129	2400	0	3	1
19	2	4	18	131	113	2400	0	1	1
18	0	5	18	-1	-19	3000	0	7	1
21	0	3	18	-1	-19	2400	0	2	1
14	1	4	18	231	213	600	1	1	1
20	0	5	18	230	212	60	1	0	1
16	0	5	18	211	193	600	2	0	1
17	2	5	18	218	200	2400	2	0	1
22	0	5	18	233	215	60	13	0	1
17	2	5	18	235	217	2400	13	4	1
21	0	3	18	230	212	2400	15	1	1
19	2	4	18	229	211	2400	16	7	1
19	2	4	18	224	206	2400	20	2	1
18	0	5	18	230	212	3000	22	5	1
18	0	5	18	216	198	3000	25	0	1
22	0	5	18	192	174	60	25	0	1
17	2	5	18	226	208	2400	26	5	1
21	0	3	18	232	214	2400	30	6	1
16	0	5	18	224	206	600	31	1	1
16	0	5	18	236	218	600	31	0	1
21	0	3	18	233	215	2400	33	0	1
17	2	5	18	226	208	2400	34	7	1
17	2	5	18	172	154	2400	37	3	1
17	2	5	18	173	155	2400	37	1	1
19	2	4	18	224	206	2400	37	1	1
19	2	4	18	235	217	2400	38	6	1
22	0	5	18	234	216	60	39	0	1
21	0	3	18	224	206	2400	41	3	1
16	0	5	18	234	216	600	41	1	1
17	2	5	18	229	211	2400	42	1	1
21	0	3	18	225	207	2400	43	3	1
21	0	3	18	220	202	2400	46	4	1
13	1	5	18	130	112	600	46	1	1
21	0	3	18	196	178	2400	48	1	1
21	0	3	18	175	157	2400	48	6	1
21	0	3	18	236	218	2400	49	6	1
21	0	3	18	234	216	2400	49	4	1
21	0	3	18	224	206	2400	50	7	1
18	0	5	18	55	37	3000	50	1	1
18	0	5	18	137	119	3000	50	2	1
21	0	3	18	174	156	2400	51	2	1
13	1	5	18	183	165	600	51	1	1
18	0	5	18	209	191	3000	51	9	1
19	2	4	18	194	176	2400	52	4	1
16	0	5	18	218	200	600	52	0	1
18	0	5	18	200	182	3000	53	4	1
17	2	5	18	182	164	2400	53	7	1
17	2	5	18	181	163	2400	53	5	1
17	2	5	18	205	187	2400	53	6	1
18	0	5	18	-1	-19	3000	0	9	1
23	0	4	18	131	113	600	0	0	1
13	1	5	18	111	93	600	1	1	1
17	2	5	18	214	196	2400	2	5	1
18	0	5	18	235	217	3000	13	1	1
19	2	4	18	237	219	2400	33	1	1
18	0	5	18	183	165	3000	37	5	1
19	2	4	18	222	204	2400	37	4	1
19	2	4	18	170	152	2400	38	1	1
19	2	4	18	230	212	2400	41	7	1
13	1	5	18	125	107	600	46	0	1
21	0	3	18	195	177	2400	48	7	1
18	0	5	18	234	216	3000	49	9	1
18	0	5	18	197	179	3000	50	3	1
21	0	3	18	186	168	2400	50	5	1
18	0	5	18	185	167	3000	51	6	1
14	1	4	18	179	161	600	52	0	1
21	0	3	18	188	170	2400	52	3	1
17	2	5	18	201	183	2400	53	0	1
17	2	5	18	198	180	2400	53	3	1
18	0	5	18	-1	-19	3000	0	5	1
17	2	5	18	126	108	2400	37	5	1
21	0	3	18	225	207	2400	41	0	1
18	0	5	18	188	170	3000	46	7	1
21	0	3	18	171	153	2400	48	2	1
22	0	5	18	131	113	60	50	0	1
18	0	5	18	129	111	3000	51	3	1
15	2	5	18	177	159	600	53	0	1
25	1	5	33	235	202	600	0	0	1
29	1	5	33	235	202	3000	0	4	1
32	2	4	33	147	114	3000	0	2	1
32	2	4	33	147	114	3000	0	3	1
26	0	4	33	131	98	600	0	0	2
32	2	4	33	131	98	3000	0	9	1
26	0	4	33	132	99	600	0	1	1
32	2	4	33	148	115	3000	0	4	1
29	1	5	33	245	212	3000	1	6	1
29	1	5	33	116	83	3000	1	0	1
32	2	4	33	230	197	3000	1	7	1
29	1	5	33	238	205	3000	2	2	1
32	2	4	33	248	215	3000	3	3	1
32	2	4	33	248	215	3000	6	7	1
32	2	4	33	244	211	3000	7	7	1
30	0	4	33	247	214	600	8	1	1
30	0	4	33	250	217	600	10	1	1
25	1	5	33	238	205	600	20	1	1
24	2	5	33	245	212	600	21	1	1
30	0	4	33	242	209	600	22	0	1
25	1	5	33	247	214	600	24	0	1
29	1	5	33	240	207	3000	24	5	1
30	0	4	33	250	217	600	24	1	1
29	1	5	33	242	209	3000	27	1	1
29	1	5	33	238	205	3000	28	1	1
32	2	4	33	247	214	3000	29	4	1
32	2	4	33	239	206	3000	30	6	1
26	0	4	33	246	213	600	32	1	1
32	2	4	33	248	215	3000	32	8	1
26	0	4	33	247	214	600	34	1	1
30	0	4	33	235	202	600	36	0	1
29	1	5	33	155	122	3000	36	0	1
24	2	5	33	187	154	600	37	0	1
32	2	4	33	222	189	3000	37	7	1
26	0	4	33	222	189	600	37	0	1
30	0	4	33	241	208	600	37	0	1
26	0	4	33	248	215	600	40	1	1
32	2	4	33	249	216	3000	40	8	1
29	1	5	33	250	217	3000	41	9	1
32	2	4	33	234	201	3000	41	2	1
27	1	5	33	239	206	600	41	0	1
29	1	5	33	146	113	3000	44	0	1
29	1	5	33	227	194	3000	44	5	1
32	2	4	33	233	200	3000	44	9	1
32	2	4	33	230	197	3000	46	0	1
29	1	5	33	157	124	3000	46	2	1
29	1	5	33	128	95	3000	46	3	1
29	1	5	33	123	90	3000	46	7	1
26	0	4	33	243	210	600	46	1	1
32	2	4	33	234	201	3000	49	1	1
29	1	5	33	198	165	3000	50	7	1
32	2	4	33	197	164	3000	50	4	1
29	1	5	33	232	199	3000	51	7	1
29	1	5	33	161	128	3000	51	6	1
32	2	4	33	226	193	3000	52	6	1
32	2	4	33	168	135	3000	52	3	1
32	2	4	33	179	146	3000	52	2	1
32	2	4	33	179	146	3000	52	5	1
27	1	5	33	206	173	600	52	1	1
27	1	5	33	180	147	600	52	0	1
29	1	5	33	152	119	3000	52	6	1
29	1	5	33	146	113	3000	52	7	1
29	1	5	33	146	113	3000	52	9	1
29	1	5	33	134	101	3000	52	0	1
29	1	5	33	82	49	3000	52	3	1
26	0	4	33	249	216	600	52	0	1
24	2	5	33	198	165	600	53	1	1
28	2	5	33	217	184	60	53	0	1
29	1	5	33	241	208	3000	53	6	1
32	2	4	33	148	115	3000	0	1	1
32	2	4	33	131	98	3000	0	6	1
30	0	4	33	133	100	600	0	1	1
32	2	4	33	149	116	3000	0	8	1
32	2	4	33	230	197	3000	1	2	1
29	1	5	33	110	77	3000	1	1	1
26	0	4	33	242	209	600	22	0	1
27	1	5	33	240	207	600	24	0	1
31	1	4	33	198	165	600	36	1	1
27	1	5	33	219	186	600	36	0	1
32	2	4	33	223	190	3000	37	9	1
30	0	4	33	251	218	600	40	0	1
32	2	4	33	247	214	3000	41	5	1
29	1	5	33	244	211	3000	41	3	1
29	1	5	33	227	194	3000	44	8	1
28	2	5	33	251	218	60	45	0	1
32	2	4	33	247	214	3000	46	1	1
25	1	5	33	110	77	600	46	1	1
27	1	5	33	214	181	600	46	1	1
32	2	4	33	184	151	3000	49	4	1
32	2	4	33	223	190	3000	50	0	1
29	1	5	33	182	149	3000	51	3	1
32	2	4	33	181	148	3000	52	9	1
32	2	4	33	158	125	3000	52	1	1
29	1	5	33	179	146	3000	52	1	1
25	1	5	33	146	113	600	52	1	1
29	1	5	33	148	115	3000	52	4	1
29	1	5	33	188	155	3000	52	2	1
27	1	5	33	241	208	600	53	1	1
29	1	5	33	235	202	3000	0	8	1
30	0	4	33	131	98	600	0	0	1
29	1	5	33	222	189	3000	1	7	1
24	2	5	33	252	219	600	2	0	1
32	2	4	33	222	189	3000	37	5	1
30	0	4	33	245	212	600	40	1	1
32	2	4	33	230	197	3000	41	6	1
29	1	5	33	227	194	3000	44	9	1
29	1	5	33	130	97	3000	46	4	1
29	1	5	33	187	154	3000	50	5	1
32	2	4	33	180	147	3000	52	0	1
25	1	5	33	180	147	600	52	0	1
29	1	5	33	134	101	3000	52	8	1
32	2	4	33	132	99	3000	0	0	1
29	1	5	33	163	130	3000	46	9	1
31	1	4	33	179	146	600	52	0	1
29	1	5	33	146	113	3000	52	5	1
32	2	4	33	147	114	3000	0	5	1
34	0	3	47	251	204	3000	0	3	1
36	1	3	47	235	188	60	0	0	1
34	0	3	47	235	188	3000	0	5	1
37	2	4	47	148	101	600	0	0	1
35	1	5	47	264	217	2400	0	3	1
35	1	5	47	229	182	2400	1	2	1
35	1	5	47	163	116	2400	1	3	1
35	1	5	47	222	175	2400	1	5	1
34	0	3	47	238	191	3000	1	3	1
35	1	5	47	232	185	2400	2	1	1
33	1	5	47	252	205	600	2	0	1
34	0	3	47	264	217	3000	13	7	1
37	2	4	47	262	215	600	17	1	1
33	1	5	47	264	217	600	19	1	1
34	0	3	47	261	214	3000	19	4	1
36	1	3	47	259	212	60	19	0	1
33	1	5	47	249	202	600	20	1	1
34	0	3	47	248	201	3000	20	1	1
34	0	3	47	258	211	3000	21	4	1
34	0	3	47	258	211	3000	22	6	1
34	0	3	47	257	210	3000	22	9	1
35	1	5	47	234	187	2400	28	2	1
35	1	5	47	233	186	2400	28	5	1
34	0	3	47	263	216	3000	31	7	1
34	0	3	47	261	214	3000	32	2	1
35	1	5	47	210	163	2400	36	5	1
34	0	3	47	264	217	3000	37	0	1
38	2	5	47	254	207	60	37	0	1
35	1	5	47	261	214	2400	38	0	1
34	0	3	47	262	215	3000	40	6	1
34	0	3	47	224	177	3000	41	0	1
34	0	3	47	225	178	3000	41	3	1
37	2	4	47	251	204	600	42	0	1
33	1	5	47	252	205	600	42	0	1
34	0	3	47	260	213	3000	43	4	1
35	1	5	47	219	172	2400	44	3	1
35	1	5	47	228	181	2400	46	4	1
34	0	3	47	216	169	3000	46	1	1
34	0	3	47	168	121	3000	46	9	1
35	1	5	47	163	116	2400	46	6	1
33	1	5	47	211	164	600	46	0	1
34	0	3	47	237	190	3000	46	6	1
34	0	3	47	264	217	3000	47	2	1
34	0	3	47	249	202	3000	48	9	1
35	1	5	47	244	197	2400	49	3	1
35	1	5	47	250	203	2400	51	1	1
34	0	3	47	232	185	3000	51	7	1
34	0	3	47	209	162	3000	51	4	1
34	0	3	47	213	166	3000	51	1	1
34	0	3	47	233	186	3000	51	5	1
37	2	4	47	227	180	600	52	1	1
35	1	5	47	188	141	2400	52	6	1
35	1	5	47	152	105	2400	52	0	1
35	1	5	47	152	105	2400	52	4	1
35	1	5	47	146	99	2400	52	3	1
35	1	5	47	157	110	2400	52	1	1
35	1	5	47	199	152	2400	53	7	1
35	1	5	47	238	191	2400	0	7	1
35	1	5	47	235	188	2400	0	0	1
35	1	5	47	256	209	2400	1	0	1
35	1	5	47	118	71	2400	1	6	1
35	1	5	47	256	209	2400	2	7	1
34	0	3	47	265	218	3000	11	0	1
34	0	3	47	263	216	3000	19	2	1
35	1	5	47	249	202	2400	20	4	1
37	2	4	47	261	214	600	22	0	1
35	1	5	47	238	191	2400	28	6	1
35	1	5	47	254	207	2400	37	1	1
34	0	3	47	261	214	3000	38	8	1
34	0	3	47	230	183	3000	41	5	1
34	0	3	47	254	207	3000	42	7	1
35	1	5	47	227	180	2400	44	2	1
36	1	3	47	217	170	60	46	0	1
33	1	5	47	114	67	600	46	1	1
34	0	3	47	216	169	3000	46	8	1
37	2	4	47	262	215	600	47	0	1
34	0	3	47	255	208	3000	51	3	1
35	1	5	47	209	162	2400	51	5	1
34	0	3	47	246	199	3000	51	2	1
35	1	5	47	81	34	2400	52	2	1
35	1	5	47	152	105	2400	52	5	1
35	1	5	47	237	190	2400	0	2	1
37	2	4	47	225	178	600	1	1	1
38	2	5	47	266	219	60	21	0	1
34	0	3	47	258	211	3000	22	8	1
35	1	5	47	232	185	2400	28	4	1
34	0	3	47	260	213	3000	37	9	1
36	1	3	47	221	174	60	41	0	1
35	1	5	47	251	204	2400	42	6	1
34	0	3	47	214	167	3000	46	0	1
34	0	3	47	198	151	3000	51	6	1
33	1	5	47	188	141	600	52	0	1
37	2	4	47	147	100	600	0	1	1
35	1	5	47	228	181	2400	1	4	1
35	1	5	47	209	162	2400	46	7	1
33	1	5	47	223	176	600	51	0	1
33	1	5	47	152	105	600	52	1	1
43	0	5	67	283	216	3000	0	1	1
43	0	5	67	235	168	3000	0	6	1
43	0	5	67	250	183	3000	0	5	1
43	0	5	67	239	172	3000	1	3	1
40	1	4	67	221	154	600	1	1	1
42	0	4	67	271	204	600	7	0	1
39	0	4	67	278	211	60	10	0	1
43	0	5	67	279	212	3000	17	4	1
43	0	5	67	280	213	3000	17	6	1
43	0	5	67	271	204	3000	21	8	1
43	0	5	67	266	199	3000	21	4	1
41	2	5	67	265	198	600	21	1	1
43	0	5	67	270	203	3000	21	7	1
43	0	5	67	280	213	3000	25	4	1
43	0	5	67	278	211	3000	25	1	1
39	0	4	67	272	205	60	26	0	1
42	0	4	67	276	209	600	27	0	1
40	1	4	67	283	216	600	30	1	1
43	0	5	67	283	216	3000	31	9	1
43	0	5	67	274	207	3000	33	9	1
39	0	4	67	276	209	60	33	0	1
41	2	5	67	212	145	600	37	1	1
42	0	4	67	274	207	600	38	1	1
43	0	5	67	252	185	3000	42	0	1
43	0	5	67	242	175	3000	46	9	1
43	0	5	67	213	146	3000	46	2	1
43	0	5	67	259	192	3000	46	4	1
41	2	5	67	263	196	600	46	0	1
42	0	4	67	273	206	600	46	0	1
43	0	5	67	266	199	3000	49	2	1
42	0	4	67	273	206	600	50	0	1
43	0	5	67	232	165	3000	51	3	1
41	2	5	67	222	155	600	51	0	1
43	0	5	67	209	142	3000	51	6	1
42	0	4	67	277	210	600	51	0	1
40	1	4	67	278	211	600	52	0	1
43	0	5	67	240	173	3000	53	8	1
41	2	5	67	217	150	600	53	1	1
43	0	5	67	234	167	3000	0	0	1
42	0	4	67	238	171	600	1	1	1
42	0	4	67	278	211	600	10	1	1
43	0	5	67	279	212	3000	17	8	1
43	0	5	67	285	218	3000	17	7	1
43	0	5	67	280	213	3000	21	1	1
43	0	5	67	262	195	3000	21	5	1
43	0	5	67	281	214	3000	25	0	1
43	0	5	67	276	209	3000	33	3	1
43	0	5	67	267	200	3000	46	5	1
42	0	4	67	247	180	600	46	1	1
43	0	5	67	283	216	3000	49	1	1
43	0	5	67	281	214	3000	51	5	1
43	0	5	67	209	142	3000	51	9	1
39	0	4	67	226	159	60	52	0	1
43	0	5	67	180	113	3000	53	7	1
43	0	5	67	241	174	3000	0	2	1
40	1	4	67	225	158	600	1	0	1
41	2	5	67	266	199	600	21	0	1
43	0	5	67	280	213	3000	25	6	1
43	0	5	67	286	219	3000	38	7	1
43	0	5	67	259	192	3000	46	3	1
43	0	5	67	224	157	3000	51	0	1
43	0	5	67	270	203	3000	21	2	1
43	0	5	67	213	146	3000	51	8	1
46	1	5	78	234	156	3000	1	0	1
46	1	5	78	228	150	3000	1	5	1
46	1	5	78	183	105	3000	1	8	1
46	1	5	78	227	149	3000	1	7	1
46	1	5	78	295	217	3000	1	1	1
46	1	5	78	292	214	3000	2	1	1
45	2	5	78	291	213	600	2	0	1
45	2	5	78	291	213	600	2	1	1
47	0	5	78	295	217	2400	2	6	1
47	0	5	78	288	210	2400	6	3	1
47	0	5	78	291	213	2400	9	0	1
45	2	5	78	273	195	600	13	0	1
47	0	5	78	293	215	2400	17	3	1
46	1	5	78	279	201	3000	20	2	1
46	1	5	78	237	159	3000	20	5	1
45	2	5	78	265	187	600	21	1	1
47	0	5	78	279	201	2400	25	1	1
46	1	5	78	238	160	3000	28	2	1
46	1	5	78	233	155	3000	28	5	1
46	1	5	78	244	166	3000	28	9	1
44	2	5	78	292	214	60	29	0	1
46	1	5	78	289	211	3000	30	9	1
46	1	5	78	293	215	3000	36	6	1
45	2	5	78	221	143	600	37	1	1
44	2	5	78	286	208	60	37	0	1
46	1	5	78	292	214	3000	37	3	1
47	0	5	78	295	217	2400	41	2	1
45	2	5	78	292	214	600	41	0	1
47	0	5	78	287	209	2400	42	7	1
46	1	5	78	288	210	3000	44	7	1
46	1	5	78	293	215	3000	45	1	1
47	0	5	78	291	213	2400	46	4	1
44	2	5	78	287	209	60	46	0	1
47	0	5	78	211	133	2400	46	3	1
45	2	5	78	240	162	600	46	1	1
47	0	5	78	294	216	2400	46	2	1
47	0	5	78	282	204	2400	47	4	1
47	0	5	78	284	206	2400	47	5	1
46	1	5	78	277	199	3000	48	4	1
48	0	3	78	291	213	60	49	0	1
47	0	5	78	278	200	2400	50	0	1
47	0	5	78	213	135	2400	51	2	1
47	0	5	78	209	131	2400	51	7	1
47	0	5	78	198	120	2400	51	3	1
47	0	5	78	280	202	2400	51	1	1
46	1	5	78	280	202	3000	51	4	1
47	0	5	78	291	213	2400	52	1	1
46	1	5	78	157	79	3000	52	6	1
46	1	5	78	146	68	3000	52	2	1
46	1	5	78	152	74	3000	52	9	1
46	1	5	78	152	74	3000	52	4	1
46	1	5	78	292	214	3000	52	3	1
48	0	3	78	292	214	60	52	0	1
46	1	5	78	277	199	3000	53	3	1
48	0	3	78	292	214	60	53	0	1
46	1	5	78	229	151	3000	1	9	1
46	1	5	78	183	105	3000	1	2	1
46	1	5	78	291	213	3000	2	0	1
44	2	5	78	296	218	60	2	0	1
47	0	5	78	285	207	2400	20	5	1
46	1	5	78	232	154	3000	28	6	1
47	0	5	78	296	218	2400	33	1	1
46	1	5	78	218	140	3000	36	8	1
47	0	5	78	292	214	2400	37	0	1
47	0	5	78	256	178	2400	37	6	1
47	0	5	78	292	214	2400	41	5	1
47	0	5	78	294	216	2400	46	0	1
47	0	5	78	263	185	2400	46	7	1
47	0	5	78	282	204	2400	47	7	1
47	0	5	78	278	200	2400	48	1	1
47	0	5	78	294	216	2400	50	2	1
46	1	5	78	280	202	3000	51	7	1
47	0	5	78	205	127	2400	51	4	1
47	0	5	78	292	214	2400	52	5	1
46	1	5	78	152	74	3000	52	8	1
46	1	5	78	139	61	3000	52	5	1
47	0	5	78	240	162	2400	53	6	1
46	1	5	78	219	141	3000	1	4	1
47	0	5	78	292	214	2400	2	4	1
46	1	5	78	297	219	3000	9	0	1
47	0	5	78	248	170	2400	20	2	1
46	1	5	78	238	160	3000	28	4	1
45	2	5	78	292	214	600	37	0	1
46	1	5	78	297	219	3000	44	6	1
47	0	5	78	287	209	2400	46	6	1
46	1	5	78	209	131	3000	51	8	1
46	1	5	78	291	213	3000	52	1	1
46	1	5	78	222	144	3000	52	7	1
46	1	5	78	210	132	3000	46	3	1
48	0	3	78	280	202	60	51	0	1
46	1	5	78	152	74	3000	52	0	1
52	2	4	98	308	210	600	0	0	1
49	0	4	98	297	199	600	0	1	1
49	0	4	98	221	123	600	1	0	1
52	2	4	98	315	217	600	5	0	1
53	0	5	98	307	209	60	6	0	1
52	2	4	98	314	216	600	18	1	1
53	0	5	98	307	209	60	20	0	1
54	1	5	98	308	210	60	20	0	1
51	2	5	98	303	205	600	21	0	1
53	0	5	98	309	211	60	21	0	1
49	0	4	98	263	165	600	26	1	1
50	1	3	98	304	206	600	28	1	1
51	2	5	98	313	215	600	29	0	1
50	1	3	98	306	208	600	31	0	1
51	2	5	98	304	206	600	37	1	1
50	1	3	98	315	217	600	41	0	1
50	1	3	98	299	201	600	43	0	1
52	2	4	98	303	205	600	44	1	1
